# Program:featureCounts v2.0.8; Command:"featureCounts" "-a" "merged.saf" "-F" "SAF" "-o" "counts.txt" "-T" "8" "-p" "aFLAG_FIX_R1.target.filtered.sorted.bam" "aFLAG_FIX_R2.target.filtered.sorted.bam" "aFLAG_NATIVE_R1.target.filtered.sorted.bam" "aFLAG_NATIVE_R2.target.filtered.sorted.bam" "aFOXP3_FIX_R1.target.filtered.sorted.bam" "aFOXP3_FIX_R2.target.filtered.sorted.bam" "aFOXP3_NATIVE_R1.target.filtered.sorted.bam" "aFOXP3_NATIVE_R2.target.filtered.sorted.bam" "aH3K4me3_NATIVE_R1.target.filtered.sorted.bam" "IgG_FIX_R1.target.filtered.sorted.bam" "IgG_NATIVE_R1.target.filtered.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	aFLAG_FIX_R1.target.filtered.sorted.bam	aFLAG_FIX_R2.target.filtered.sorted.bam	aFLAG_NATIVE_R1.target.filtered.sorted.bam	aFLAG_NATIVE_R2.target.filtered.sorted.bam	aFOXP3_FIX_R1.target.filtered.sorted.bam	aFOXP3_FIX_R2.target.filtered.sorted.bam	aFOXP3_NATIVE_R1.target.filtered.sorted.bam	aFOXP3_NATIVE_R2.target.filtered.sorted.bam	aH3K4me3_NATIVE_R1.target.filtered.sorted.bam	IgG_FIX_R1.target.filtered.sorted.bam	IgG_NATIVE_R1.target.filtered.sorted.bam
chr7_2238900_2242959	chr7	2238900	2242959	.	4060	42	34	38	105	52	10	38	68	1104	68	30
chr7_2256366_2258069	chr7	2256366	2258069	.	1704	14	12	78	99	25	14	32	49	15	20	79
chr7_2267898_2268688	chr7	2267898	2268688	.	791	4	4	28	55	6	10	10	38	1	2	2
chr7_2313451_2314880	chr7	2313451	2314880	.	1430	31	10	78	112	28	14	53	60	396	47	3
chr7_2353112_2356403	chr7	2353112	2356403	.	3292	94	84	72	204	68	66	106	106	1490	100	99
chr7_2401892_2406078	chr7	2401892	2406078	.	4187	91	93	106	198	140	78	112	252	1710	60	77
chr7_2432358_2434412	chr7	2432358	2434412	.	2055	28	44	70	124	21	16	58	96	31	18	82
chr7_2445825_2447299	chr7	2445825	2447299	.	1475	18	16	42	52	20	4	8	4	8	14	14
chr7_2450958_2452687	chr7	2450958	2452687	.	1730	15	13	46	32	22	8	6	12	10	14	14
chr7_2460121_2461457	chr7	2460121	2461457	.	1337	7	6	20	48	8	4	2	15	24	14	20
chr7_2494326_2496266	chr7	2494326	2496266	.	1941	16	10	54	18	12	0	10	24	6	8	22
chr7_2504373_2506357	chr7	2504373	2506357	.	1985	20	25	44	90	9	14	36	14	14	14	28
chr7_2508079_2512192	chr7	2508079	2512192	.	4114	88	88	128	201	160	54	63	56	80	148	52
chr7_2515217_2516712	chr7	2515217	2516712	.	1496	6	24	41	21	13	11	12	10	30	6	8
chr7_2518630_2526128	chr7	2518630	2526128	.	7499	128	146	236	551	253	126	171	236	2398	189	190
chr7_2528429_2531356	chr7	2528429	2531356	.	2928	85	52	29	108	121	67	28	18	70	72	88
chr7_2554395_2556421	chr7	2554395	2556421	.	2027	31	67	54	88	94	35	63	42	760	58	62
chr7_2557167_2560306	chr7	2557167	2560306	.	3140	77	56	84	218	58	34	82	117	1272	62	12
chr7_2604603_2605706	chr7	2604603	2605706	.	1104	12	4	38	30	4	0	22	21	12	8	20
chr7_2631586_2634190	chr7	2631586	2634190	.	2605	42	25	72	62	66	37	28	35	390	42	47
chr7_2638498_2639741	chr7	2638498	2639741	.	1244	6	14	17	66	19	18	7	12	38	9	15
chr7_2645793_2648177	chr7	2645793	2648177	.	2385	21	26	106	99	22	12	66	74	18	0	22
chr7_2657629_2663882	chr7	2657629	2663882	.	6254	72	70	216	326	58	20	92	126	56	28	116
chr7_2687903_2688709	chr7	2687903	2688709	.	807	2	8	52	29	9	1	26	76	14	9	0
chr7_2709044_2710427	chr7	2709044	2710427	.	1384	12	12	72	96	65	23	13	26	44	12	28
chr7_2716555_2717741	chr7	2716555	2717741	.	1187	4	7	29	34	20	16	32	10	6	9	9
chr7_2718334_2718882	chr7	2718334	2718882	.	549	4	6	22	10	12	2	2	34	12	4	21
chr7_2842988_2844746	chr7	2842988	2844746	.	1759	13	13	31	46	34	17	30	34	236	22	13
chr7_2906072_2907367	chr7	2906072	2907367	.	1296	5	2	42	24	6	5	16	12	15	28	26
chr7_3042320_3044478	chr7	3042320	3044478	.	2159	58	40	52	69	54	24	52	46	454	81	32
chr7_3300466_3301550	chr7	3300466	3301550	.	1085	33	31	35	34	23	8	93	92	42	16	27
chr7_4148154_4149707	chr7	4148154	4149707	.	1554	9	4	27	106	18	14	20	16	10	22	20
chr7_4640983_4642898	chr7	4640983	4642898	.	1916	138	90	172	296	102	44	136	182	204	229	33
chr7_4681796_4682234	chr7	4681796	4682234	.	439	6	2	2	0	0	2	24	15	38	8	0
chr7_4682469_4684257	chr7	4682469	4684257	.	1789	42	26	68	150	91	30	66	72	1400	46	16
chr7_4724842_4725821	chr7	4724842	4725821	.	980	31	31	31	40	60	30	4	12	50	18	78
chr7_4744909_4745805	chr7	4744909	4745805	.	897	45	35	20	41	190	53	28	32	24	37	52
chr7_4758822_4759746	chr7	4758822	4759746	.	925	17	20	78	100	12	8	16	26	11	4	38
chr7_4762184_4763094	chr7	4762184	4763094	.	911	3	8	40	66	6	6	16	48	10	12	12
chr7_4774723_4776095	chr7	4774723	4776095	.	1373	49	75	46	64	182	62	28	54	406	56	70
chr7_4784636_4785851	chr7	4784636	4785851	.	1216	15	6	70	86	20	18	3	36	2	26	12
chr7_4788171_4789863	chr7	4788171	4789863	.	1693	22	11	43	63	7	11	26	16	30	2	35
chr7_4790887_4792975	chr7	4790887	4792975	.	2089	30	24	61	150	32	8	18	50	24	58	31
chr7_4799254_4799967	chr7	4799254	4799967	.	714	3	10	16	34	9	4	12	36	4	16	13
chr7_4833691_4834871	chr7	4833691	4834871	.	1181	14	4	48	32	26	6	8	24	4	8	6
chr7_4835231_4836668	chr7	4835231	4836668	.	1438	8	4	50	41	12	8	39	43	20	7	21
chr7_4861681_4862274	chr7	4861681	4862274	.	594	8	17	24	46	11	4	23	20	24	26	20
chr7_4882276_4884261	chr7	4882276	4884261	.	1986	20	18	76	122	6	4	50	56	72	26	19
chr7_4958519_4959708	chr7	4958519	4959708	.	1190	4	20	44	41	0	1	18	36	6	6	20
chr7_4973733_4975257	chr7	4973733	4975257	.	1525	52	54	60	144	78	20	54	86	1254	68	40
chr7_5044956_5046794	chr7	5044956	5046794	.	1839	82	88	100	192	76	26	60	70	1094	104	92
chr7_5117057_5118111	chr7	5117057	5118111	.	1055	8	4	28	38	6	12	11	42	7	6	42
chr7_5189511_5191706	chr7	5189511	5191706	.	2196	107	101	125	288	52	29	140	214	1402	124	44
chr7_5217359_5218143	chr7	5217359	5218143	.	785	2	10	38	5	4	10	1	4	4	8	2
chr7_5283045_5283834	chr7	5283045	5283834	.	790	7	5	48	24	6	4	8	39	16	12	11
chr7_5308719_5309612	chr7	5308719	5309612	.	894	6	6	48	55	15	11	17	10	10	11	20
chr7_5312098_5313001	chr7	5312098	5313001	.	904	2	14	48	50	12	6	4	8	9	8	7
chr7_5332366_5333500	chr7	5332366	5333500	.	1135	8	8	52	26	15	3	36	46	5	22	8
chr7_5361109_5363022	chr7	5361109	5363022	.	1914	10	16	54	92	8	8	16	38	6	32	31
chr7_5370514_5371591	chr7	5370514	5371591	.	1078	8	9	46	67	10	8	16	48	12	4	34
chr7_5374064_5374484	chr7	5374064	5374484	.	421	0	4	35	7	0	6	23	40	14	6	11
chr7_5376779_5378193	chr7	5376779	5378193	.	1415	10	14	44	38	6	23	28	28	14	17	40
chr7_5387502_5388795	chr7	5387502	5388795	.	1294	24	30	56	72	14	6	32	78	12	11	56
chr7_5396558_5397913	chr7	5396558	5397913	.	1356	36	31	35	145	79	31	31	32	117	34	40
chr7_5419493_5421974	chr7	5419493	5421974	.	2482	41	59	102	197	58	28	58	92	82	70	135
chr7_5422462_5425435	chr7	5422462	5425435	.	2974	96	126	196	280	140	40	100	172	190	116	120
chr7_5426400_5428534	chr7	5426400	5428534	.	2135	25	24	72	132	28	18	22	46	62	40	64
chr7_5473065_5474330	chr7	5473065	5474330	.	1266	13	1	2	5	4	6	3	2	20	4	14
chr7_5486587_5487503	chr7	5486587	5487503	.	917	6	12	48	62	16	10	9	3	28	3	16
chr7_5500193_5501435	chr7	5500193	5501435	.	1243	8	2	46	55	6	6	16	62	26	18	18
chr7_5512687_5514353	chr7	5512687	5514353	.	1667	62	66	33	45	68	11	18	29	234	64	58
chr7_5517431_5518559	chr7	5517431	5518559	.	1129	6	4	6	12	16	8	2	1	24	10	0
chr7_5527399_5533530	chr7	5527399	5533530	.	6132	422	344	568	1064	370	143	502	749	3338	468	182
chr7_5538276_5539182	chr7	5538276	5539182	.	907	5	5	16	4	10	1	15	0	24	8	0
chr7_5554578_5557786	chr7	5554578	5557786	.	3209	82	62	148	256	133	67	93	150	502	98	86
chr7_5563128_5564373	chr7	5563128	5564373	.	1246	7	6	11	87	12	12	10	7	22	31	22
chr7_5569509_5570667	chr7	5569509	5570667	.	1159	12	2	22	69	40	22	10	16	26	14	42
chr7_5591330_5596640	chr7	5591330	5596640	.	5311	98	60	207	286	101	39	122	142	736	87	72
chr7_5606222_5608398	chr7	5606222	5608398	.	2177	14	20	62	83	31	10	40	11	20	24	84
chr7_5780348_5782273	chr7	5780348	5782273	.	1926	62	82	108	241	78	28	53	150	1498	92	64
chr7_5822902_5824664	chr7	5822902	5824664	.	1763	54	36	71	116	120	36	8	32	170	60	88
chr7_6008367_6010658	chr7	6008367	6010658	.	2292	61	65	99	175	116	36	30	52	752	71	46
chr7_6058005_6059979	chr7	6058005	6059979	.	1975	98	109	110	300	135	48	88	106	1374	184	138
chr7_6080529_6082035	chr7	6080529	6082035	.	1507	85	134	79	148	270	110	56	76	369	64	84
chr7_6103771_6106086	chr7	6103771	6106086	.	2316	50	44	42	94	159	38	52	44	804	50	48
chr7_6153598_6154776	chr7	6153598	6154776	.	1179	10	28	78	81	12	0	26	28	12	36	54
chr7_6164696_6166199	chr7	6164696	6166199	.	1504	15	6	56	66	31	4	8	14	4	14	22
chr7_6170258_6171447	chr7	6170258	6171447	.	1190	24	8	74	46	28	19	16	22	22	14	34
chr7_6271062_6273003	chr7	6271062	6273003	.	1942	10	10	18	44	32	8	36	28	146	16	3
chr7_6347838_6349937	chr7	6347838	6349937	.	2100	132	123	136	350	130	56	76	119	732	164	109
chr7_6373270_6375913	chr7	6373270	6375913	.	2644	54	54	82	238	54	26	142	184	2028	70	29
chr7_6437402_6438591	chr7	6437402	6438591	.	1190	4	6	4	0	12	8	2	0	22	0	0
chr7_6440947_6441919	chr7	6440947	6441919	.	973	10	4	8	12	4	6	0	2	30	16	10
chr7_6444669_6445831	chr7	6444669	6445831	.	1163	2	5	1	0	2	4	0	0	24	6	10
chr7_6446920_6449630	chr7	6446920	6449630	.	2711	72	93	54	194	116	74	24	30	169	144	148
chr7_6482868_6484935	chr7	6482868	6484935	.	2068	26	46	78	134	48	12	72	122	1726	36	33
chr7_6486563_6487931	chr7	6486563	6487931	.	1369	17	14	6	15	0	5	9	6	28	8	4
chr7_6502607_6505136	chr7	6502607	6505136	.	2530	42	100	70	186	166	42	62	38	474	94	56
chr7_6530415_6531693	chr7	6530415	6531693	.	1279	22	14	50	62	4	8	18	22	44	32	22
chr7_6535988_6537537	chr7	6535988	6537537	.	1550	10	12	64	60	9	6	14	30	16	16	28
chr7_6577018_6578410	chr7	6577018	6578410	.	1393	66	30	42	62	76	35	16	30	132	19	86
chr7_6589555_6591123	chr7	6589555	6591123	.	1569	89	94	125	178	77	42	99	163	798	87	89
chr7_6606910_6608495	chr7	6606910	6608495	.	1586	10	16	70	74	17	12	22	44	12	12	34
chr7_6614812_6615549	chr7	6614812	6615549	.	738	7	22	16	35	4	4	6	36	34	8	20
chr7_6615769_6616619	chr7	6615769	6616619	.	851	6	2	40	22	6	4	2	18	10	8	6
chr7_6622117_6622841	chr7	6622117	6622841	.	725	0	2	19	40	0	2	16	36	10	0	8
chr7_6636720_6638436	chr7	6636720	6638436	.	1717	26	34	71	131	44	2	56	86	576	67	46
chr7_6651686_6653070	chr7	6651686	6653070	.	1385	2	4	48	38	18	6	40	36	8	6	26
chr7_6663453_6664809	chr7	6663453	6664809	.	1357	10	2	32	40	10	2	46	28	18	8	3
chr7_6706016_6707446	chr7	6706016	6707446	.	1431	114	82	180	168	56	69	150	202	1648	118	36
chr7_6729143_6730885	chr7	6729143	6730885	.	1743	87	96	57	169	114	72	44	36	755	116	24
chr7_6826011_6826601	chr7	6826011	6826601	.	591	2	4	10	10	8	8	0	0	24	0	0
chr7_7182011_7184209	chr7	7182011	7184209	.	2199	73	82	164	188	177	58	114	130	1302	86	42
chr7_7566440_7567612	chr7	7566440	7567612	.	1173	50	20	150	172	60	24	60	160	1532	68	2
chr7_7639605_7641225	chr7	7639605	7641225	.	1621	47	39	42	39	182	75	4	32	58	48	46
chr7_7968032_7970730	chr7	7968032	7970730	.	2699	156	186	134	302	376	100	78	190	1276	170	90
chr7_8261380_8262749	chr7	8261380	8262749	.	1370	5	12	56	36	44	16	34	34	326	24	4
chr7_10939445_10941178	chr7	10939445	10941178	.	1734	28	39	40	42	90	26	36	30	200	66	20
chr7_10973339_10974639	chr7	10973339	10974639	.	1301	83	76	46	104	115	64	29	48	682	104	41
chr7_12209933_12212348	chr7	12209933	12212348	.	2416	132	144	94	220	286	106	40	92	406	154	78
chr7_12403280_12404406	chr7	12403280	12404406	.	1127	10	11	20	20	44	12	27	12	112	11	34
chr7_12685154_12687867	chr7	12685154	12687867	.	2714	248	249	148	418	458	256	188	280	1380	206	226
chr7_16420618_16422124	chr7	16420618	16422124	.	1507	61	74	124	180	116	28	50	66	392	98	36
chr7_16644531_16647087	chr7	16644531	16647087	.	2557	130	112	88	218	215	70	80	120	1530	116	92
chr7_16752994_16754378	chr7	16752994	16754378	.	1385	8	12	72	42	21	13	20	52	100	14	12
chr7_17298213_17300336	chr7	17298213	17300336	.	2124	144	138	108	216	286	147	94	122	2160	122	108
chr7_17939502_17941395	chr7	17939502	17941395	.	1894	58	80	68	110	99	52	18	50	304	68	84
chr7_19116325_19118389	chr7	19116325	19118389	.	2065	16	6	66	144	16	20	30	92	54	26	8
chr7_19708445_19709227	chr7	19708445	19709227	.	783	28	34	44	82	30	18	7	6	32	38	20
chr7_20330086_20332517	chr7	20330086	20332517	.	2432	32	40	110	140	62	26	38	82	166	52	64
chr7_20777762_20779203	chr7	20777762	20779203	.	1442	8	24	48	38	16	8	18	54	8	10	8
chr7_20783656_20786111	chr7	20783656	20786111	.	2456	20	8	140	184	18	16	76	68	44	30	38
chr7_20786441_20787328	chr7	20786441	20787328	.	888	12	8	12	14	0	1	26	22	22	10	13
chr7_20798108_20798848	chr7	20798108	20798848	.	741	0	0	28	16	3	4	28	36	20	12	0
chr7_21426689_21429203	chr7	21426689	21429203	.	2515	206	222	186	290	848	261	154	300	910	211	236
chr7_21429791_21430834	chr7	21429791	21430834	.	1044	2	10	0	0	11	15	2	1	28	10	5
chr7_21542785_21543774	chr7	21542785	21543774	.	990	36	6	30	26	35	7	11	12	82	12	36
chr7_21944367_21946614	chr7	21944367	21946614	.	2248	76	84	90	144	178	95	102	45	300	47	41
chr7_22082716_22083519	chr7	22082716	22083519	.	804	22	15	10	64	45	13	4	10	22	21	72
chr7_22356292_22356946	chr7	22356292	22356946	.	655	2	14	2	18	6	2	8	10	22	2	0
chr7_22821155_22822811	chr7	22821155	22822811	.	1657	42	25	18	39	45	19	6	32	60	39	22
chr7_22853761_22855319	chr7	22853761	22855319	.	1559	47	40	66	130	155	51	38	42	852	54	54
chr7_23012835_23014776	chr7	23012835	23014776	.	1942	43	52	62	124	89	56	46	68	2964	56	28
chr7_23045991_23046844	chr7	23045991	23046844	.	854	0	10	24	85	2	8	6	32	4	0	13
chr7_23105446_23106799	chr7	23105446	23106799	.	1354	84	70	64	176	172	49	22	60	1034	76	124
chr7_23181851_23183727	chr7	23181851	23183727	.	1877	55	74	38	96	174	63	24	32	656	89	55
chr7_23247489_23248065	chr7	23247489	23248065	.	577	14	26	22	31	18	6	19	48	8	14	46
chr7_23289126_23290516	chr7	23289126	23290516	.	1391	0	2	8	4	8	9	2	0	32	1	10
chr7_23299105_23299904	chr7	23299105	23299904	.	800	52	44	70	90	66	17	14	14	178	17	62
chr7_23468312_23470210	chr7	23468312	23470210	.	1899	28	34	124	126	51	19	48	93	902	58	32
chr7_23470408_23471781	chr7	23470408	23471781	.	1374	32	41	30	72	99	73	30	38	286	31	4
chr7_23473531_23474979	chr7	23473531	23474979	.	1449	37	24	28	104	97	36	46	106	330	34	12
chr7_23490140_23491369	chr7	23490140	23491369	.	1230	35	8	44	90	79	30	56	60	146	40	22
chr7_23530942_23532958	chr7	23530942	23532958	.	2017	66	55	26	78	110	42	6	18	258	46	26
chr7_23596485_23598475	chr7	23596485	23598475	.	1991	58	29	106	108	76	40	41	100	594	98	24
chr7_23679799_23681351	chr7	23679799	23681351	.	1553	42	42	58	188	70	26	44	54	277	56	88
chr7_23904652_23905296	chr7	23904652	23905296	.	645	2	0	35	76	5	0	6	38	4	4	20
chr7_24283717_24284862	chr7	24283717	24284862	.	1146	8	6	60	31	19	2	6	44	12	9	9
chr7_24572820_24575096	chr7	24572820	24575096	.	2277	43	35	84	100	79	42	82	138	1260	30	12
chr7_24756746_24758139	chr7	24756746	24758139	.	1394	24	24	32	70	67	8	46	72	304	42	48
chr7_24978667_24982419	chr7	24978667	24982419	.	3753	172	204	184	428	608	273	178	244	2072	240	266
chr7_25124358_25125666	chr7	25124358	25125666	.	1309	59	32	36	68	90	34	9	36	164	71	52
chr7_25179654_25180937	chr7	25179654	25180937	.	1284	30	60	56	136	114	18	30	46	282	82	30
chr7_25851990_25853170	chr7	25851990	25853170	.	1181	20	10	50	98	69	17	17	44	64	40	26
chr7_25862164_25862865	chr7	25862164	25862865	.	702	26	19	18	29	67	35	17	15	44	28	18
chr7_25949635_25951898	chr7	25949635	25951898	.	2264	38	13	80	72	55	28	64	70	608	21	60
chr7_26151374_26153936	chr7	26151374	26153936	.	2563	41	24	88	142	46	35	86	140	2632	25	18
chr7_26199066_26202679	chr7	26199066	26202679	.	3614	228	199	182	316	298	181	144	308	2920	306	244
chr7_26285339_26286389	chr7	26285339	26286389	.	1051	7	8	1	4	5	2	2	0	20	2	0
chr7_26291321_26294121	chr7	26291321	26294121	.	2801	13	26	26	30	66	59	38	28	410	28	14
chr7_26375842_26377470	chr7	26375842	26377470	.	1629	66	44	76	160	74	47	52	76	196	55	40
chr7_26397950_26399268	chr7	26397950	26399268	.	1319	50	20	88	220	42	28	26	68	120	46	37
chr7_26863788_26864903	chr7	26863788	26864903	.	1116	36	35	18	44	90	33	16	2	86	33	25
chr7_27095306_27097473	chr7	27095306	27097473	.	2168	70	48	95	167	125	36	59	94	988	80	182
chr7_27097811_27098745	chr7	27097811	27098745	.	935	4	4	20	38	6	4	18	22	26	8	28
chr7_27101883_27102505	chr7	27101883	27102505	.	623	8	2	16	64	10	6	6	30	9	6	22
chr7_27107725_27109086	chr7	27107725	27109086	.	1362	28	22	46	62	10	14	34	36	20	6	18
chr7_27110012_27110904	chr7	27110012	27110904	.	893	8	16	40	43	11	0	26	36	16	9	20
chr7_27130317_27131373	chr7	27130317	27131373	.	1057	8	6	46	73	32	8	8	42	84	16	10
chr7_27139103_27140109	chr7	27139103	27140109	.	1007	6	10	48	8	24	6	14	28	8	4	12
chr7_27142627_27143626	chr7	27142627	27143626	.	1000	18	25	52	69	8	1	20	42	12	14	25
chr7_27150172_27151206	chr7	27150172	27151206	.	1035	14	8	17	70	24	10	24	11	26	42	28
chr7_27156618_27157085	chr7	27156618	27157085	.	468	20	14	30	26	8	0	15	32	0	4	15
chr7_27160386_27161395	chr7	27160386	27161395	.	1010	23	37	56	72	52	10	30	20	86	29	8
chr7_27164340_27165999	chr7	27164340	27165999	.	1660	29	26	58	83	32	10	16	22	26	60	40
chr7_27169061_27169770	chr7	27169061	27169770	.	710	8	8	18	71	18	11	15	48	11	24	2
chr7_27172576_27174906	chr7	27172576	27174906	.	2331	45	42	88	140	30	8	62	52	36	62	29
chr7_27184265_27185298	chr7	27184265	27185298	.	1034	4	17	16	29	26	2	24	63	38	33	8
chr7_27191938_27193553	chr7	27191938	27193553	.	1616	19	34	26	68	30	7	36	82	6	12	22
chr7_27199865_27200548	chr7	27199865	27200548	.	684	6	4	26	12	10	0	16	40	16	26	10
chr7_27204757_27205742	chr7	27204757	27205742	.	986	10	18	24	48	28	5	20	38	6	32	39
chr7_27213031_27213831	chr7	27213031	27213831	.	801	8	0	18	82	12	0	12	44	0	7	2
chr7_27220020_27220964	chr7	27220020	27220964	.	945	12	8	40	138	6	6	16	46	10	7	20
chr7_27225167_27225850	chr7	27225167	27225850	.	684	4	14	26	24	6	4	4	34	0	15	27
chr7_27245735_27246615	chr7	27245735	27246615	.	881	10	4	50	68	3	2	28	70	7	12	41
chr7_27662146_27663421	chr7	27662146	27663421	.	1276	67	83	96	197	225	90	62	64	378	100	54
chr7_27739823_27741094	chr7	27739823	27741094	.	1272	68	44	30	58	143	35	16	38	282	72	58
chr7_27987201_27987820	chr7	27987201	27987820	.	620	2	10	12	38	0	8	18	32	0	8	38
chr7_28179004_28181141	chr7	28179004	28181141	.	2138	49	33	94	76	42	18	92	128	676	58	20
chr7_28408915_28410367	chr7	28408915	28410367	.	1453	35	12	46	102	18	23	29	44	36	23	16
chr7_28853656_28854456	chr7	28853656	28854456	.	801	21	26	30	50	22	4	20	3	26	20	21
chr7_28955529_28958479	chr7	28955529	28958479	.	2951	56	66	124	240	132	22	72	80	72	52	98
chr7_29145729_29146657	chr7	29145729	29146657	.	929	13	0	10	2	16	4	6	0	22	2	0
chr7_29193674_29195790	chr7	29193674	29195790	.	2117	48	28	138	212	158	44	76	164	586	92	68
chr7_29684370_29685887	chr7	29684370	29685887	.	1518	30	40	102	128	52	27	38	114	588	48	64
chr7_29806312_29808073	chr7	29806312	29808073	.	1762	14	10	36	76	9	8	40	48	40	20	4
chr7_29961490_29961987	chr7	29961490	29961987	.	498	4	2	18	14	7	0	3	32	2	10	4
chr7_29988033_29990285	chr7	29988033	29990285	.	2253	41	24	80	82	15	20	50	91	244	39	45
chr7_30026670_30029603	chr7	30026670	30029603	.	2934	195	174	216	430	238	90	108	260	1730	140	112
chr7_30134507_30136752	chr7	30134507	30136752	.	2246	28	38	68	146	30	28	68	84	726	70	42
chr7_30283457_30286552	chr7	30283457	30286552	.	3096	108	144	139	226	248	100	143	234	2214	110	48
chr7_30477962_30479173	chr7	30477962	30479173	.	1212	40	30	43	86	119	26	28	37	270	38	19
chr7_30504020_30505561	chr7	30504020	30505561	.	1542	40	77	46	96	108	37	28	40	374	38	78
chr7_30593819_30597268	chr7	30593819	30597268	.	3450	112	48	114	174	100	86	48	50	622	98	145
chr7_30680824_30683014	chr7	30680824	30683014	.	2191	26	18	60	114	20	14	54	34	22	32	26
chr7_30770951_30772133	chr7	30770951	30772133	.	1183	18	12	18	65	40	21	36	24	118	18	16
chr7_30887569_30888736	chr7	30887569	30888736	.	1168	4	2	10	10	4	2	0	4	28	10	6
chr7_31051978_31053101	chr7	31051978	31053101	.	1124	4	0	34	80	4	6	21	30	19	16	6
chr7_31335808_31337025	chr7	31335808	31337025	.	1218	7	2	20	78	22	2	24	54	16	5	30
chr7_32070246_32071307	chr7	32070246	32071307	.	1062	8	2	26	66	8	10	26	46	16	6	6
chr7_32494895_32496856	chr7	32494895	32496856	.	1962	126	123	124	258	277	108	68	98	1375	144	104
chr7_32727813_32729371	chr7	32727813	32729371	.	1559	14	4	50	58	14	6	32	56	600	26	14
chr7_32890275_32893312	chr7	32890275	32893312	.	3038	152	141	172	198	224	81	184	230	1634	124	60
chr7_32941948_32943518	chr7	32941948	32943518	.	1571	22	24	88	134	16	8	24	78	727	30	24
chr7_32956505_32958137	chr7	32956505	32958137	.	1633	23	4	60	85	18	8	22	38	126	8	8
chr7_33061938_33063532	chr7	33061938	33063532	.	1595	130	102	116	284	257	96	94	140	1662	81	64
chr7_33108663_33110058	chr7	33108663	33110058	.	1396	20	19	94	92	55	19	86	52	768	37	8
chr7_33128493_33130298	chr7	33128493	33130298	.	1806	66	94	43	102	179	102	48	30	296	108	86
chr7_33904155_33906072	chr7	33904155	33906072	.	1918	34	22	52	122	27	25	30	64	27	32	58
chr7_35036536_35038311	chr7	35036536	35038311	.	1776	52	46	100	102	86	20	82	136	544	80	50
chr7_35253444_35254653	chr7	35253444	35254653	.	1210	6	16	30	36	33	20	12	42	42	20	32
chr7_35257302_35258005	chr7	35257302	35258005	.	704	8	6	28	41	11	4	8	30	4	10	10
chr7_35689935_35692292	chr7	35689935	35692292	.	2358	16	15	8	4	35	23	23	4	48	4	0
chr7_35692823_35695785	chr7	35692823	35695785	.	2963	138	104	136	260	208	96	56	122	2690	140	100
chr7_35799884_35802912	chr7	35799884	35802912	.	3029	207	226	145	358	356	151	120	228	2218	210	150
chr7_35998164_35998615	chr7	35998164	35998615	.	452	5	0	0	0	0	0	6	0	18	0	0
chr7_36151897_36153917	chr7	36151897	36153917	.	2021	64	72	146	156	187	42	62	148	204	116	112
chr7_36366642_36368178	chr7	36366642	36368178	.	1537	41	34	66	144	62	30	16	112	168	48	32
chr7_36389151_36390654	chr7	36389151	36390654	.	1504	64	56	100	135	101	20	42	62	594	74	106
chr7_37447459_37449413	chr7	37447459	37449413	.	1955	168	126	168	256	199	50	104	146	1376	144	136
chr7_37916359_37917170	chr7	37916359	37917170	.	812	13	14	44	54	9	18	10	28	10	12	18
chr7_38177824_38179116	chr7	38177824	38179116	.	1293	78	52	52	42	98	55	32	60	304	72	8
chr7_38630610_38631933	chr7	38630610	38631933	.	1324	10	12	28	50	4	2	37	47	26	4	18
chr7_38785131_38785758	chr7	38785131	38785758	.	628	0	10	4	0	1	4	0	0	24	0	10
chr7_39413740_39414276	chr7	39413740	39414276	.	537	16	37	18	26	30	10	14	5	30	22	64
chr7_39565956_39567007	chr7	39565956	39567007	.	1052	30	21	62	36	71	27	14	56	159	32	35
chr7_39622754_39624820	chr7	39622754	39624820	.	2067	57	58	88	132	160	42	48	118	1546	60	52
chr7_39734824_39735407	chr7	39734824	39735407	.	584	6	1	6	8	3	4	6	4	20	1	16
chr7_39753976_39754624	chr7	39753976	39754624	.	649	22	12	20	61	8	2	23	48	15	0	12
chr7_39854699_39855436	chr7	39854699	39855436	.	738	26	14	2	44	22	20	29	14	26	3	8
chr7_39948756_39952626	chr7	39948756	39952626	.	3871	314	306	364	622	650	215	258	394	5372	410	210
chr7_40133870_40135914	chr7	40133870	40135914	.	2045	142	69	87	182	158	56	50	76	362	88	102
chr7_41965445_41966616	chr7	41965445	41966616	.	1172	16	12	48	72	9	0	9	46	12	8	2
chr7_42236013_42237067	chr7	42236013	42237067	.	1055	19	4	48	32	24	16	36	16	40	6	6
chr7_42887871_42889152	chr7	42887871	42889152	.	1282	12	30	22	22	51	14	12	20	80	24	28
chr7_42911261_42912440	chr7	42911261	42912440	.	1180	52	34	92	78	50	30	54	72	520	42	26
chr7_42930671_42932989	chr7	42930671	42932989	.	2319	24	61	14	68	70	28	25	0	72	45	12
chr7_43112270_43113724	chr7	43112270	43113724	.	1455	17	28	36	120	34	4	22	48	16	4	68
chr7_43444563_43446103	chr7	43444563	43446103	.	1541	4	6	50	60	14	10	10	28	8	10	33
chr7_43582673_43585704	chr7	43582673	43585704	.	3032	93	86	164	208	195	76	185	264	2662	76	42
chr7_43728716_43730212	chr7	43728716	43730212	.	1497	32	36	42	90	115	32	28	19	164	44	56
