# Program:featureCounts v2.0.8; Command:"featureCounts" "-a" "merged_peaks.saf" "-F" "SAF" "-p" "-o" "counts.txt" "../../../../results_no_normalisation/02_alignment/bowtie2/target/aFLAG_FIX_R1.target.filtered.sorted.bam" "../../../../results_no_normalisation/02_alignment/bowtie2/target/aFLAG_FIX_R2.target.filtered.sorted.bam" "../../../../results_no_normalisation/02_alignment/bowtie2/target/aFLAG_NATIVE_R1.target.filtered.sorted.bam" "../../../../results_no_normalisation/02_alignment/bowtie2/target/aFLAG_NATIVE_R2.target.filtered.sorted.bam" "../../../../results_no_normalisation/02_alignment/bowtie2/target/aFOXP3_FIX_R1.target.filtered.sorted.bam" "../../../../results_no_normalisation/02_alignment/bowtie2/target/aFOXP3_FIX_R2.target.filtered.sorted.bam" "../../../../results_no_normalisation/02_alignment/bowtie2/target/aFOXP3_NATIVE_R1.target.filtered.sorted.bam" "../../../../results_no_normalisation/02_alignment/bowtie2/target/aFOXP3_NATIVE_R2.target.filtered.sorted.bam" "../../../../results_no_normalisation/02_alignment/bowtie2/target/aH3K4me3_NATIVE_R1.target.filtered.sorted.bam" "../../../../results_no_normalisation/02_alignment/bowtie2/target/IgG_FIX_R1.target.filtered.sorted.bam" "../../../../results_no_normalisation/02_alignment/bowtie2/target/IgG_NATIVE_R1.target.filtered.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	../../../../results_no_normalisation/02_alignment/bowtie2/target/aFLAG_FIX_R1.target.filtered.sorted.bam	../../../../results_no_normalisation/02_alignment/bowtie2/target/aFLAG_FIX_R2.target.filtered.sorted.bam	../../../../results_no_normalisation/02_alignment/bowtie2/target/aFLAG_NATIVE_R1.target.filtered.sorted.bam	../../../../results_no_normalisation/02_alignment/bowtie2/target/aFLAG_NATIVE_R2.target.filtered.sorted.bam	../../../../results_no_normalisation/02_alignment/bowtie2/target/aFOXP3_FIX_R1.target.filtered.sorted.bam	../../../../results_no_normalisation/02_alignment/bowtie2/target/aFOXP3_FIX_R2.target.filtered.sorted.bam	../../../../results_no_normalisation/02_alignment/bowtie2/target/aFOXP3_NATIVE_R1.target.filtered.sorted.bam	../../../../results_no_normalisation/02_alignment/bowtie2/target/aFOXP3_NATIVE_R2.target.filtered.sorted.bam	../../../../results_no_normalisation/02_alignment/bowtie2/target/aH3K4me3_NATIVE_R1.target.filtered.sorted.bam	../../../../results_no_normalisation/02_alignment/bowtie2/target/IgG_FIX_R1.target.filtered.sorted.bam	../../../../results_no_normalisation/02_alignment/bowtie2/target/IgG_NATIVE_R1.target.filtered.sorted.bam
peak17020	chr3	179263145	179263636	.	492	14	14	20	14	21	4	15	30	8	15	36
peak17021	chr3	179322381	179324653	.	2273	71	76	104	192	186	50	66	138	2279	78	62
peak17022	chr3	179346850	179348462	.	1613	60	42	69	116	119	48	35	38	404	46	74
peak17023	chr3	179450156	179452357	.	2202	8	11	26	22	4	2	30	58	584	1	4
peak17024	chr3	179480356	179481153	.	798	6	0	14	14	10	0	0	9	20	2	0
peak17025	chr3	179562226	179564241	.	2016	108	72	123	222	234	85	70	78	980	117	138
peak17026	chr3	179605294	179606484	.	1191	11	3	4	6	26	16	2	2	24	1	4
peak17027	chr3	179635668	179636872	.	1205	4	2	0	3	8	2	44	0	0	4	1
peak17028	chr3	179652475	179654243	.	1769	60	36	54	98	82	31	62	84	902	61	69
peak17029	chr3	180601801	180603001	.	1201	116	112	54	132	296	126	90	104	788	93	64
peak17030	chr3	180912118	180914476	.	2359	62	27	42	60	78	49	12	8	222	82	18
peak17031	chr3	180989162	180989878	.	717	27	2	11	20	39	6	8	2	28	16	18
peak17032	chr3	181711396	181713443	.	2048	22	17	66	52	30	12	40	58	24	20	50
peak17033	chr3	182682030	182683319	.	1290	64	33	50	112	70	24	54	44	110	46	24
peak17034	chr3	182792875	182794449	.	1575	56	20	72	142	96	27	128	220	3014	50	6
peak17035	chr3	182979279	182981141	.	1863	29	28	43	70	24	26	94	64	807	38	6
peak17036	chr3	183098381	183099686	.	1306	24	40	22	26	69	20	10	16	96	12	21
peak17037	chr3	183103432	183104330	.	899	0	16	34	58	6	5	14	30	14	23	5
peak17038	chr3	183162062	183163270	.	1209	25	38	58	69	56	25	22	42	141	18	54
peak17039	chr3	183178685	183179805	.	1121	14	28	8	52	61	23	31	12	34	22	13
peak17040	chr3	183252896	183254881	.	1986	30	13	74	144	14	12	72	136	340	12	10
peak17041	chr3	183427252	183429781	.	2530	62	82	76	151	208	66	64	72	937	91	45
peak17042	chr3	183447068	183448094	.	1027	20	8	16	42	74	15	14	2	30	16	8
peak17043	chr3	183634581	183637244	.	2664	194	198	254	540	498	182	222	303	2878	267	110
peak17044	chr3	183697467	183698898	.	1432	34	36	84	108	74	25	84	100	1828	56	48
peak17045	chr3	183824582	183825603	.	1022	10	20	70	82	6	2	42	36	114	18	22
peak17046	chr3	183883794	183885315	.	1522	37	32	64	77	103	35	26	50	316	36	102
peak17047	chr3	184017038	184018445	.	1408	20	40	56	100	127	37	18	32	196	56	26
peak17048	chr3	184133751	184136045	.	2295	50	68	76	112	143	58	28	36	301	57	94
peak17049	chr3	184146683	184148671	.	1989	10	8	12	8	14	6	2	10	28	0	4
peak17050	chr3	184154992	184157435	.	2444	39	28	59	28	43	20	50	54	686	44	46
peak17051	chr3	184169566	184170978	.	1413	18	20	52	36	14	2	24	56	30	19	16
peak17052	chr3	184174380	184176091	.	1712	93	141	115	268	148	72	83	140	1128	144	96
peak17053	chr3	184178413	184179835	.	1423	6	3	5	0	14	2	4	6	42	6	16
peak17054	chr3	184181057	184182172	.	1116	0	12	8	13	14	4	5	6	46	0	2
peak17055	chr3	184182542	184183771	.	1230	8	4	6	4	9	8	26	0	28	4	6
peak17056	chr3	184184065	184185000	.	936	16	4	24	30	14	6	8	4	24	10	14
peak17057	chr3	184185240	184187631	.	2392	112	112	104	183	173	46	54	82	278	147	134
peak17058	chr3	184228999	184231567	.	2569	24	18	126	194	49	12	60	117	58	22	44
peak17059	chr3	184241188	184242170	.	983	6	8	26	26	20	4	12	30	27	6	40
peak17060	chr3	184247925	184250902	.	2978	54	94	54	142	129	53	60	42	360	108	79
peak17061	chr3	184252091	184252698	.	608	4	4	3	5	13	0	0	0	26	10	1
peak17062	chr3	184259555	184263063	.	3509	66	43	68	239	90	39	98	154	245	63	68
peak17063	chr3	184298443	184299989	.	1547	69	86	99	92	171	49	39	86	1050	70	36
peak17064	chr3	184305759	184307114	.	1356	5	4	0	0	0	12	6	2	26	2	6
peak17065	chr3	184313701	184316821	.	3121	97	98	115	192	65	37	121	112	1546	98	27
peak17066	chr3	184335169	184336927	.	1759	53	56	77	146	61	21	64	38	388	52	20
peak17067	chr3	184359158	184364529	.	5372	146	220	192	299	216	106	86	134	1890	190	164
peak17068	chr3	184386130	184387709	.	1580	14	4	110	90	2	6	20	74	12	8	12
peak17069	chr3	184525122	184526244	.	1123	14	14	84	42	28	25	20	66	88	35	34
peak17070	chr3	184561297	184563395	.	2099	27	30	134	124	74	28	40	44	38	36	46
peak17071	chr3	184583122	184584188	.	1067	14	4	40	86	6	5	8	40	12	4	24
peak17072	chr3	184600973	184602496	.	1524	6	14	58	112	12	4	14	50	4	8	8
peak17073	chr3	184603841	184605124	.	1284	14	12	60	32	5	6	27	62	4	28	8
peak17074	chr3	184711232	184712515	.	1284	46	30	50	156	125	36	20	30	220	45	12
peak17075	chr3	184811788	184813408	.	1621	36	75	38	134	135	49	12	30	140	58	26
peak17076	chr3	185152292	185153522	.	1231	16	2	29	61	10	6	40	26	24	15	10
peak17077	chr3	185253322	185254388	.	1067	8	9	34	52	33	24	24	40	32	6	26
peak17078	chr3	185497821	185499560	.	1740	42	32	40	104	97	42	18	20	278	34	50
peak17079	chr3	185585437	185586942	.	1506	82	51	34	88	118	48	12	32	110	126	52
peak17080	chr3	185823094	185826844	.	3751	48	46	176	242	47	38	107	198	354	60	104
peak17081	chr3	185934956	185938910	.	3955	141	151	127	185	254	114	60	58	704	182	122
peak17082	chr3	186106956	186109479	.	2524	84	82	146	216	161	50	66	168	236	166	85
peak17083	chr3	186361671	186362551	.	881	24	0	40	46	10	10	18	30	13	12	32
peak17084	chr3	186435150	186435711	.	562	10	22	16	28	8	2	8	40	6	6	22
peak17085	chr3	186566749	186571755	.	5007	92	132	128	146	212	122	109	134	1218	146	144
peak17086	chr3	186772315	186773397	.	1083	22	10	26	16	82	13	14	28	50	22	4
peak17087	chr3	186782487	186784887	.	2401	122	55	66	180	117	46	48	66	374	110	84
peak17088	chr3	186801010	186802165	.	1156	0	0	2	18	5	4	11	2	30	10	0
peak17089	chr3	186805879	186807135	.	1257	90	50	50	97	114	36	18	30	332	32	48
peak17090	chr3	186826441	186828158	.	1718	56	47	93	156	114	45	40	63	384	96	22
peak17091	chr3	186930071	186932317	.	2247	96	122	113	122	214	74	69	104	976	71	48
peak17092	chr3	187026486	187027897	.	1412	11	9	4	4	31	33	4	2	20	11	22
peak17093	chr3	187138672	187140796	.	2125	86	46	66	70	294	128	78	78	114	56	108
peak17094	chr3	187367456	187368310	.	855	24	9	56	48	46	14	10	14	8	20	20
peak17095	chr3	187737388	187746691	.	9304	325	305	232	372	636	255	122	148	1472	326	198
peak17096	chr3	188152987	188154986	.	2000	144	146	86	159	283	108	146	216	1030	76	42
peak17097	chr3	189595962	189596586	.	625	8	2	24	40	10	0	0	36	4	2	0
peak17098	chr3	190120184	190121247	.	1064	17	12	58	77	18	4	26	28	26	14	6
peak17099	chr3	190321786	190322734	.	949	20	19	44	58	44	16	12	9	32	10	54
peak17100	chr3	190513524	190515033	.	1510	34	12	70	94	87	35	108	77	384	53	12
peak17101	chr3	190862690	190863387	.	698	8	0	48	30	2	5	28	24	41	4	9
peak17102	chr3	191328496	191330263	.	1768	66	40	76	178	83	40	20	74	504	36	36
peak17103	chr3	192409287	192410323	.	1037	2	4	52	36	4	2	16	54	29	7	26
peak17104	chr3	192514755	192515500	.	746	9	4	10	134	10	4	28	16	20	18	12
peak17105	chr3	192711030	192711621	.	592	0	4	20	46	14	0	16	42	4	2	6
peak17106	chr3	192914560	192915469	.	910	0	3	0	0	19	7	2	0	20	10	4
peak17107	chr3	192915987	192918693	.	2707	46	52	58	102	210	76	30	52	520	86	20
peak17108	chr3	193240824	193241626	.	803	3	3	68	39	7	0	28	56	18	8	4
peak17109	chr3	193567521	193568212	.	692	0	0	0	0	0	0	3	26	2	4	0
peak17110	chr3	193592765	193594223	.	1459	86	77	34	142	98	32	22	24	288	82	56
peak17111	chr3	193869473	193870078	.	606	15	0	18	66	31	4	17	48	4	22	40
peak17112	chr3	194003131	194003549	.	419	5	23	35	72	39	14	15	42	12	13	26
peak17113	chr3	194070507	194071977	.	1471	38	8	30	55	30	12	60	36	48	25	34
peak17114	chr3	194133831	194136339	.	2509	166	142	128	412	258	96	159	264	322	120	50
peak17115	chr3	194136408	194138386	.	1979	42	47	26	110	126	94	45	40	390	37	12
peak17116	chr3	194140586	194142183	.	1598	50	58	62	82	72	32	60	148	81	70	65
peak17117	chr3	194203569	194204884	.	1316	4	0	18	36	11	8	32	34	225	14	10
peak17118	chr3	194315415	194316168	.	754	42	25	29	120	108	49	32	40	54	51	3
peak17119	chr3	194333413	194334089	.	677	16	10	34	138	58	8	14	20	22	29	45
peak17120	chr3	194396350	194397737	.	1388	18	48	53	73	56	25	56	36	48	1	31
peak17121	chr3	194485519	194488795	.	3277	84	72	86	212	133	54	83	140	1688	120	84
peak17122	chr3	194583199	194584544	.	1346	94	65	71	159	82	34	55	114	171	114	20
peak17123	chr3	194618916	194620370	.	1455	6	8	14	13	27	4	38	6	7	8	6
peak17124	chr3	194632662	194634262	.	1601	25	20	38	47	60	20	70	86	442	18	14
peak17125	chr3	194671877	194672461	.	585	19	22	9	10	51	21	2	0	32	40	0
peak17126	chr3	194685610	194688694	.	3085	148	102	154	250	198	91	76	178	578	152	104
peak17127	chr3	195258911	195261349	.	2439	52	66	63	134	90	46	43	88	104	76	72
peak17128	chr3	195269639	195271928	.	2290	94	90	136	342	155	61	94	168	754	96	90
peak17129	chr3	195441241	195444258	.	3018	178	128	126	302	362	131	74	134	1866	178	116
peak17130	chr3	195541813	195546956	.	5144	104	102	136	258	340	110	86	90	1342	140	130
peak17131	chr3	195657450	195658879	.	1430	58	38	40	62	74	26	18	26	316	46	28
peak17132	chr3	195696488	195697075	.	588	22	10	56	63	20	9	20	48	16	29	32
peak17133	chr3	195747085	195748659	.	1575	45	22	114	156	34	6	42	60	22	36	68
peak17134	chr3	195849386	195850430	.	1045	5	6	38	25	16	9	34	14	10	2	8
peak17135	chr3	195866679	195870654	.	3976	30	46	168	178	41	26	86	84	50	54	70
peak17136	chr3	195873015	195874609	.	1595	22	24	84	70	26	4	33	37	26	6	36
peak17137	chr3	195875804	195877490	.	1687	4	0	42	58	8	6	17	20	9	18	19
peak17138	chr3	195894329	195897241	.	2913	62	56	101	296	146	33	54	86	1194	128	64
peak17139	chr3	195901216	195903207	.	1992	6	23	20	14	26	5	6	4	44	8	10
peak17140	chr3	195906264	195911618	.	5355	82	44	118	208	148	86	144	164	1920	140	121
peak17141	chr3	195955361	195955831	.	471	10	14	8	31	17	5	11	6	22	0	12
peak17142	chr3	195989586	195991143	.	1558	34	48	66	86	68	26	48	42	976	58	18
peak17143	chr3	196078420	196083169	.	4750	168	100	142	294	249	114	88	113	2358	148	56
peak17144	chr3	196243827	196244711	.	885	12	6	42	62	12	8	16	10	8	2	24
peak17145	chr3	196285201	196288849	.	3649	52	100	78	56	97	50	42	20	356	74	45
peak17146	chr3	196317444	196319158	.	1715	69	62	101	79	84	32	60	82	1156	88	50
peak17147	chr3	196385476	196386167	.	692	4	10	42	34	1	7	6	10	5	1	32
peak17148	chr3	196431004	196433134	.	2131	170	191	132	282	246	80	54	69	1527	182	190
peak17149	chr3	196499297	196500040	.	744	6	0	8	0	0	2	0	2	20	2	8
peak17150	chr3	196500423	196504529	.	4107	182	133	76	254	315	86	91	84	933	106	62
peak17151	chr3	196528335	196529594	.	1260	26	18	16	44	34	23	26	12	38	11	8
peak17152	chr3	196565021	196567101	.	2081	2	4	8	12	32	18	15	12	40	8	10
peak17153	chr3	196568095	196569566	.	1472	50	37	81	91	43	31	92	134	787	38	7
peak17154	chr3	196574297	196575828	.	1532	3	4	24	3	14	6	5	10	20	8	10
peak17155	chr3	196598374	196599513	.	1140	14	6	27	102	23	9	23	14	38	6	21
peak17156	chr3	196632120	196634627	.	2508	54	64	56	146	257	53	34	20	210	84	80
peak17157	chr3	196635861	196641110	.	5250	100	84	112	254	196	59	78	86	1172	72	82
peak17158	chr3	196711083	196713084	.	2002	106	54	96	184	151	48	164	156	1248	76	56
peak17159	chr3	196739334	196740762	.	1429	82	70	98	242	129	50	93	85	1948	91	40
peak17160	chr3	196867321	196868975	.	1655	90	77	102	166	100	54	72	76	1384	100	18
peak17161	chr3	196940834	196943711	.	2878	146	176	120	251	240	62	84	52	1276	150	66
peak17162	chr3	196944746	196945636	.	891	10	0	6	8	12	4	0	0	22	0	0
peak17163	chr3	196967780	196970521	.	2742	32	20	92	98	20	19	80	148	1822	34	38
peak17164	chr3	197001739	197004075	.	2337	32	42	123	248	71	24	78	100	132	50	38
peak17165	chr3	197027289	197028667	.	1379	25	6	46	84	21	10	12	32	26	18	34
peak17166	chr3	197028672	197030950	.	2279	34	6	72	136	57	10	56	84	164	32	44
peak17167	chr3	197296942	197299317	.	2376	122	129	122	274	154	80	104	164	2920	132	54
peak17168	chr3	197456305	197457500	.	1196	12	8	21	76	54	22	8	8	60	12	16
peak17169	chr3	197554301	197557017	.	2717	100	79	94	188	234	72	72	112	1216	122	98
peak17170	chr3	197627019	197628553	.	1535	116	78	156	222	82	30	54	102	1146	134	78
peak17171	chr3	197735797	197737657	.	1861	88	105	62	112	176	57	94	84	868	93	40
peak17172	chr3	197737851	197738373	.	523	0	4	2	4	2	4	0	0	22	5	0
peak17173	chr3	197739250	197740710	.	1461	10	1	15	12	20	7	4	10	22	16	13
peak17174	chr3	197749233	197752983	.	3751	106	66	124	306	176	61	87	180	1440	122	114
peak17175	chr3	197790510	197792579	.	2070	106	108	94	224	210	58	50	148	1302	148	143
peak17176	chr3	197949889	197952459	.	2571	30	20	7	21	90	44	0	14	68	40	11
peak17177	chr3	197956151	197956988	.	838	6	10	0	0	0	0	3	0	24	4	5
peak17178	chr3	197957152	197959262	.	2111	8	20	6	4	16	12	26	8	42	25	4
peak17179	chr3	197959660	197960640	.	981	64	70	120	150	111	45	40	88	250	46	134
peak17180	chr3	198079941	198082028	.	2088	72	48	128	158	134	60	106	90	104	72	50
peak17181	chr3	198113446	198113964	.	519	19	30	64	50	20	6	14	26	8	22	10
peak17182	chr4	107137	108130	.	994	4	4	48	52	6	2	26	58	9	0	1
peak17183	chr4	124460	125346	.	887	53	48	29	36	60	21	9	14	132	23	33
peak17184	chr4	336147	338824	.	2678	62	112	74	183	78	37	52	82	748	74	70
peak17185	chr4	472899	474182	.	1284	20	51	30	44	42	8	3	19	120	28	25
peak17186	chr4	497999	500272	.	2274	55	46	28	128	77	30	18	24	164	63	64
peak17187	chr4	535272	536891	.	1620	22	12	52	62	2	8	16	26	14	12	28
peak17188	chr4	574710	576063	.	1354	2	8	28	54	2	2	12	38	18	6	4
peak17189	chr4	625526	626104	.	579	6	1	15	38	8	4	18	38	8	6	22
peak17190	chr4	628103	629329	.	1227	12	9	12	14	8	5	32	17	13	2	26
peak17191	chr4	662882	664874	.	1993	37	14	57	106	11	12	24	42	302	20	46
peak17192	chr4	665499	667163	.	1665	19	8	74	26	14	4	15	12	28	6	38
peak17193	chr4	671876	673212	.	1337	7	23	16	10	12	19	3	2	32	14	7
peak17194	chr4	673362	676094	.	2733	335	292	260	668	275	100	181	240	2912	262	188
peak17195	chr4	677936	683374	.	5439	62	66	120	218	80	50	84	118	152	76	110
peak17196	chr4	683568	685188	.	1621	22	16	44	27	14	16	8	15	14	20	24
peak17197	chr4	685383	686996	.	1614	18	8	26	59	8	6	10	12	20	12	8
peak17198	chr4	687925	690016	.	2092	20	8	76	64	24	10	30	44	58	16	22
peak17199	chr4	703783	705206	.	1424	54	32	46	89	68	21	31	88	19	62	12
peak17200	chr4	705317	706585	.	1269	58	64	127	124	56	57	91	158	716	68	38
peak17201	chr4	707938	708919	.	982	2	0	2	5	4	4	4	0	24	0	20
peak17202	chr4	779048	780066	.	1019	11	2	3	10	1	2	6	4	24	7	13
peak17203	chr4	780738	782939	.	2202	130	156	138	202	196	100	48	112	1506	134	214
peak17204	chr4	784123	787545	.	3423	21	24	178	211	42	44	62	128	121	73	108
peak17205	chr4	791964	792950	.	987	9	15	26	70	11	15	15	40	28	12	40
peak17206	chr4	794474	796182	.	1709	18	12	64	116	32	20	34	28	26	22	16
peak17207	chr4	824499	826239	.	1741	12	8	96	114	7	4	72	88	18	22	29
peak17208	chr4	826630	827613	.	984	8	6	32	58	7	5	38	17	6	6	24
peak17209	chr4	851385	852072	.	688	6	12	44	44	4	5	10	4	4	0	16
peak17210	chr4	864216	866362	.	2147	10	18	28	128	6	2	26	12	11	12	38
peak17211	chr4	866366	868292	.	1927	12	6	42	30	32	11	15	4	2	12	25
peak17212	chr4	871400	873118	.	1719	2	13	38	46	16	15	24	12	8	11	10
peak17213	chr4	894967	896175	.	1209	23	0	6	14	2	2	32	0	6	6	6
peak17214	chr4	901856	902803	.	948	6	6	10	3	0	0	4	0	20	6	7
peak17215	chr4	930606	933605	.	3000	176	160	128	448	216	56	82	134	1166	150	62
peak17216	chr4	956850	958545	.	1696	10	4	46	68	18	10	38	34	22	20	24
peak17217	chr4	964492	965377	.	886	2	2	28	23	3	0	17	13	26	22	20
peak17218	chr4	965677	969118	.	3442	20	26	101	152	28	16	64	112	33	27	54
peak17219	chr4	969581	970398	.	818	6	18	27	23	18	2	24	30	12	26	17
peak17220	chr4	972339	975352	.	3014	87	84	152	299	66	40	112	176	710	132	28
peak17221	chr4	979632	980551	.	920	6	8	16	14	2	9	2	4	24	30	6
peak17222	chr4	986603	992249	.	5647	60	70	204	328	106	26	96	176	549	76	144
peak17223	chr4	996247	997751	.	1505	7	2	46	44	4	16	48	20	36	28	8
peak17224	chr4	1000089	1004427	.	4339	34	30	158	272	51	30	96	145	74	36	74
peak17225	chr4	1009015	1011769	.	2755	154	86	130	296	120	58	100	130	440	105	90
peak17226	chr4	1011887	1014056	.	2170	30	42	64	170	48	17	30	78	172	36	66
peak17227	chr4	1015844	1016416	.	573	5	0	40	30	1	12	6	4	8	2	25
peak17228	chr4	1021826	1025296	.	3471	34	20	131	198	57	18	56	148	58	36	86
peak17229	chr4	1027596	1028890	.	1295	9	14	14	100	15	4	12	13	12	2	38
peak17230	chr4	1035475	1036766	.	1292	24	5	76	59	15	8	32	25	15	14	22
peak17231	chr4	1038829	1039906	.	1078	6	6	34	32	4	24	13	10	24	7	35
peak17232	chr4	1040723	1041408	.	686	7	6	30	56	17	0	18	38	20	4	26
peak17233	chr4	1112307	1114065	.	1759	18	24	55	54	22	3	28	34	26	32	34
peak17234	chr4	1166912	1169294	.	2383	56	42	40	89	96	45	15	11	98	38	34
peak17235	chr4	1170076	1173530	.	3455	91	90	196	262	74	26	67	136	122	94	114
peak17236	chr4	1200179	1203512	.	3334	92	32	62	125	160	51	23	4	84	79	36
peak17237	chr4	1212674	1213844	.	1171	26	10	40	26	0	7	12	0	16	0	10
peak17238	chr4	1221388	1223005	.	1618	13	2	48	66	15	8	16	28	8	17	42
peak17239	chr4	1225050	1226541	.	1492	10	8	64	62	0	2	17	30	10	31	44
peak17240	chr4	1230018	1232078	.	2061	14	12	70	24	22	6	18	10	24	10	2
peak17241	chr4	1244846	1252516	.	7671	151	131	264	525	120	68	280	422	2746	210	145
peak17242	chr4	1288026	1288793	.	768	0	4	0	0	17	1	0	0	24	2	0
peak17243	chr4	1289032	1291502	.	2471	82	106	98	166	140	46	46	58	1508	70	122
peak17244	chr4	1293524	1294428	.	905	6	0	2	19	10	4	8	4	42	2	40
peak17245	chr4	1326613	1326994	.	382	12	8	26	11	6	4	3	44	2	4	10
peak17246	chr4	1339194	1339953	.	760	22	18	28	8	0	2	18	16	20	9	38
peak17247	chr4	1344055	1344807	.	753	0	2	0	5	0	4	0	0	20	0	8
peak17248	chr4	1345733	1348566	.	2834	120	146	248	392	154	69	185	300	3280	160	161
peak17249	chr4	1376390	1377872	.	1483	12	9	54	41	6	4	15	14	7	10	19
peak17250	chr4	1378313	1381589	.	3277	28	16	67	162	31	14	12	18	15	16	31
peak17251	chr4	1384879	1386002	.	1124	4	4	32	22	23	8	14	36	4	0	48
peak17252	chr4	1402446	1403177	.	732	10	6	21	63	4	5	27	36	20	4	46
peak17253	chr4	1403363	1408309	.	4947	52	26	139	248	74	12	117	157	58	51	152
peak17254	chr4	1471298	1472797	.	1500	8	11	65	112	2	6	38	66	22	16	10
peak17255	chr4	1490231	1493809	.	3579	24	12	104	184	10	16	22	42	20	18	58
peak17256	chr4	1512021	1514000	.	1980	22	20	56	136	19	6	30	62	74	20	28
peak17257	chr4	1544455	1545364	.	910	6	8	17	2	34	10	32	22	0	20	3
peak17258	chr4	1558669	1560074	.	1406	4	6	66	45	14	2	24	10	7	19	17
peak17259	chr4	1568711	1569846	.	1136	12	2	42	68	2	1	8	17	8	18	6
peak17260	chr4	1578137	1580874	.	2738	116	93	102	208	246	84	104	81	746	116	76
peak17261	chr4	1592163	1593657	.	1495	12	19	84	122	13	0	18	58	6	12	54
peak17262	chr4	1603740	1606218	.	2479	16	11	36	108	30	18	10	14	16	28	22
peak17263	chr4	1622800	1624461	.	1662	15	12	88	79	2	14	12	18	13	3	58
peak17264	chr4	1654475	1655785	.	1311	12	8	36	50	20	20	30	50	3	8	21
peak17265	chr4	1683475	1685647	.	2173	36	38	157	230	44	18	84	202	336	62	32
peak17266	chr4	1710160	1723226	.	13067	340	294	605	874	454	216	426	624	6858	379	264
peak17267	chr4	1745831	1748063	.	2233	30	28	72	132	34	14	39	42	28	48	81
peak17268	chr4	1750840	1754450	.	3611	30	12	47	234	60	46	42	8	40	34	80
peak17269	chr4	1754715	1756011	.	1297	8	12	58	94	40	4	18	47	11	19	53
peak17270	chr4	1758288	1759360	.	1073	11	0	48	35	9	1	8	4	7	22	24
peak17271	chr4	1763187	1764378	.	1192	20	26	39	118	26	12	31	62	20	20	82
peak17272	chr4	1765644	1768274	.	2631	18	26	84	146	26	10	68	98	84	28	40
peak17273	chr4	1770147	1770681	.	535	10	2	40	90	2	3	6	32	4	6	14
peak17274	chr4	1786710	1788039	.	1330	14	14	21	71	6	2	9	6	32	12	35
peak17275	chr4	1789640	1790066	.	427	7	3	27	56	2	3	5	32	5	4	16
peak17276	chr4	1792000	1793187	.	1188	14	6	56	68	12	4	20	44	34	26	12
peak17277	chr4	1793287	1795928	.	2642	27	20	58	118	18	4	88	82	70	28	4
peak17278	chr4	1799055	1801098	.	2044	8	7	42	72	25	23	13	32	44	15	19
peak17279	chr4	1801117	1807348	.	6232	38	36	192	302	56	28	85	124	78	72	155
peak17280	chr4	1855185	1857747	.	2563	99	94	206	296	169	73	131	268	3540	110	118
peak17281	chr4	1861009	1863102	.	2094	14	19	28	24	34	3	46	12	58	18	19
peak17282	chr4	1863281	1864548	.	1268	6	3	5	30	15	5	2	2	34	11	10
peak17283	chr4	1869944	1871117	.	1174	34	66	60	94	56	32	53	82	400	54	38
peak17284	chr4	1871390	1873184	.	1795	36	6	52	84	32	4	30	66	1466	34	0
peak17285	chr4	1992463	1993523	.	1061	13	4	44	58	17	9	22	32	22	8	18
peak17286	chr4	2007889	2010271	.	2383	176	189	194	298	276	112	134	172	1692	160	220
peak17287	chr4	2040117	2043742	.	3626	67	64	142	310	125	40	157	146	1162	104	152
peak17288	chr4	2058095	2059089	.	995	8	0	44	50	0	0	24	40	154	1	18
peak17289	chr4	2059679	2062376	.	2698	40	23	100	128	26	6	51	148	258	22	44
peak17290	chr4	2063798	2064925	.	1128	24	8	48	46	12	0	19	44	11	14	10
peak17291	chr4	2065839	2067966	.	2128	7	10	64	57	4	10	25	18	18	24	44
peak17292	chr4	2240666	2243297	.	2632	186	212	142	388	306	142	134	142	1777	164	190
peak17293	chr4	2247890	2249271	.	1382	18	4	6	43	27	7	11	4	42	16	9
peak17294	chr4	2249647	2252025	.	2379	26	32	88	102	20	18	32	60	48	6	45
peak17295	chr4	2257876	2259270	.	1395	8	0	9	75	22	16	14	15	26	9	14
peak17296	chr4	2259436	2263605	.	4170	242	192	333	507	300	129	235	456	1560	329	124
peak17297	chr4	2285093	2286068	.	976	16	12	46	54	6	1	8	7	2	6	8
peak17298	chr4	2338749	2339895	.	1147	3	2	44	24	16	0	14	14	8	15	4
peak17299	chr4	2364193	2365853	.	1661	21	10	32	110	31	8	8	60	56	8	76
peak17300	chr4	2412953	2414774	.	1822	57	27	26	76	127	31	36	0	26	51	40
peak17301	chr4	2416120	2419368	.	3249	121	89	80	167	139	58	120	172	868	112	82
peak17302	chr4	2433401	2434504	.	1104	12	4	5	34	20	2	12	8	26	6	20
peak17303	chr4	2462065	2463694	.	1630	19	22	86	96	41	4	60	58	186	32	10
peak17304	chr4	2467406	2470431	.	3026	248	236	204	354	446	146	106	210	2220	218	233
peak17305	chr4	2535179	2538110	.	2932	90	100	184	208	148	56	120	156	1872	122	51
peak17306	chr4	2754490	2757040	.	2551	30	38	128	131	57	23	98	116	976	43	20
peak17307	chr4	2763018	2764708	.	1691	48	34	98	146	66	26	64	72	90	58	34
peak17308	chr4	2792613	2794780	.	2168	18	17	29	40	38	18	28	36	272	16	45
peak17309	chr4	2796098	2797245	.	1148	6	2	23	33	11	7	2	15	32	16	18
